Name,Brand,Button,Collaborazione,Copertina,Copy,Data di pubblicazione,Data di registrazione,Formato,Reference,Script,Social,Soggetto,Stato,Tipologia contenuto
"LYNUP: Il Natale con Lynup ",,,,Scegli una schermata e scriviamo “Il Natale con Lynup”,"Mancano solo 2 giorni a Natale 🎅
Quest’anno ci siamo lasciati trasportare dallo spirito natalizio e abbiamo agghindato per bene l’ufficio. 🎄

Ma ci teniamo che anche voi possiate vivere questo Natale all’insegna del benessere 👉 sul sito di Lynup sono attive le offerte natalizie ❄️

👉 Sconto ulteriore del 15% + omaggio di Natale 
Fai un regalo di salute a te stesso o a chi ami ❤️

Ti aspettiamo online, buone feste!",23/12/2025,17/11/2025,Reel,https://www.instagram.com/reel/DQPaZLhDM6r/?igsh=amtiaGU1YnFnY20y,,"Facebook, Instagram, TikTok, Youtube",,✅ Pubblicato,Trend
LYNUP: la carica per le mie ossa,,,,,,,17/11/2025,Reel,https://www.instagram.com/reel/DKvwoZ8TqK7/?igsh=NW1rcWhzemF3Zmlr,,"Facebook, Instagram, TikTok",,💻 Da montare,Trend
"LYNUP: come creiamo Lynup ",,,,,,,17/11/2025,Reel,https://www.instagram.com/reel/DPtLbw6jL7p/?igsh=bmE4dm8yMG9ld2t5,,"Facebook, Instagram, TikTok",,💻 Da montare,Trend
LYNUP: batteria scarica,,,,,,,17/11/2025,Reel,https://www.instagram.com/reel/DNyAqr40IMn/?igsh=MTh3emdvZTg5ejVpNg%3D%3D,,"Facebook, Instagram, TikTok",,💻 Da montare,Trend
NEOGELA: Promo Black Friday parlato,Neogela,,,,,,17/11/2025,Reel,,,"Facebook, Instagram, TikTok, Youtube",,Spostato in Notion MUVI Lab,Trend
NEOGELA: Promo Black Friday busta con sconto,Neogela,,,,,,17/11/2025,Reel,https://vm.tiktok.com/ZNdK5P418/,,"Facebook, Instagram, TikTok, Youtube",,Spostato in Notion MUVI Lab,Trend
NEOGELA: video promo Natalizia,Neogela,,,,,,05/12/2025,Reel,,,"Facebook, Instagram, TikTok, Youtube",,Spostato in Notion MUVI Lab,Vendita
NEOGELA: Come riprendere l’attività fisica dopo una frattura da osteoporosi (in collab),Neogela,,,,,,25/11/2025,Reel,,,"Facebook, Instagram, TikTok, Youtube",,Spostato in Notion MUVI Lab,Consigli
NEOGELA: Esercizi quotidiani per chi lavora seduto tutto il giorno (in collab),Neogela,,,,,,25/11/2025,Reel,,,"Facebook, Instagram, TikTok, Youtube",,Spostato in Notion MUVI Lab,Consigli
NEOGELA: Video auguri di Natale Team,Neogela,,,,,,05/12/2025,Reel,https://vm.tiktok.com/ZNRR6dhro/,,"Facebook, Instagram, TikTok, Youtube",,Spostato in Notion MUVI Lab,Aziendale
NEOGELA: Video auguri Buon Anno,Neogela,,,,,,05/12/2025,Reel,,,"Facebook, Instagram, TikTok, Youtube",,Spostato in Notion MUVI Lab,Aziendale
NEOGELA:  tutto il team assume neogela,Neogela,,,,,,,Reel,,,"Facebook, Instagram, TikTok, Youtube",,Spostato in Notion MUVI Lab,
NEOGELA: Video promo San Valentino,Neogela,,,,,,29/01/2026,Reel,,,"Facebook, Instagram, TikTok, Youtube",,Spostato in Notion MUVI Lab,ADS
NEOGELA: Osteoporosi gravidica,Neogela,,,,,,29/01/2026,Reel,,,"Facebook, Instagram, TikTok, Youtube",,Spostato in Notion MUVI Lab,Informativo
NEOGELA: maternità - il calcio “scappa” durante l’allattamento?,Neogela,,,,,,29/01/2026,Reel,,,"Facebook, Instagram, TikTok, Youtube",,Spostato in Notion MUVI Lab,Informativo
NEOGELA: perché abbiamo scelto il collagene idrolizzato,Neogela,,,,,,,Reel,,,"Facebook, Instagram, TikTok, Youtube",,🎥 Da registrare,Aziendale
NEOGELA: un giorno in Neogela (dietro le quinte),Neogela,,,,,,29/01/2026,Reel,,,"Facebook, Instagram, TikTok, Youtube",,Spostato in Notion MUVI Lab,Aziendale
NEOGELA: Pack ossa sane,Neogela,,,,,,29/01/2026,Reel,,,"Facebook, Instagram, TikTok, Youtube",,Spostato in Notion MUVI Lab,Vendita
PODCAST,Neogela,,,,,,,,,,"Facebook, Instagram, TikTok, Youtube",,,
NEOGELA: video trend con domande clienti,Neogela,,,,,,15/05/2026,Reel,,,"Facebook, Instagram, TikTok, Youtube",,Spostato in Notion MUVI Lab,Trend
NEOGELA: TPallavvolo,Neogela,,,,,,,Reel,,,"Facebook, Instagram, TikTok, Youtube",,,
NEOGELA: quanto tempo deve passare da una Moc all’altra?,Neogela,,,,,,09/03/2026,Reel,,,"Facebook, Instagram, TikTok, Youtube",,Spostato in Notion MUVI Lab,
"NEOGELA: quando bastano abitudini corrette e quando serve un percorso di visite/esami
",Neogela,,,,,,09/03/2026,Reel,,,"Facebook, Instagram, TikTok, Youtube",,Spostato in Notion MUVI Lab,
NEOGELA: Trial,Neogela,,,,,,09/03/2026,Reel,,,"Facebook, Instagram, TikTok, Youtube",,✅ Pubblicato,
NEOGELA: “Sport e ossa: cosa è sicuro fare (e cosa no),Neogela,,,,,,15/05/2026,Reel,,,"Facebook, Instagram, TikTok, Youtube",,Spostato in Notion MUVI Lab,Consigli
NEOGELA: Postura e carico quotidiano: gli errori che stressano ossa e articolazioni”,Neogela,,,,,,15/05/2026,Reel,,,"Facebook, Instagram, TikTok, Youtube",,Spostato in Notion MUVI Lab,Informativo
"NEOGELA: Pavimento pelvico, equilibrio e rischio cadute: il legame che pochi conoscono",Neogela,,,,,,15/05/2026,Reel,,,"Facebook, Instagram, TikTok, Youtube",,💡 Idea,
NEOGELA: 3 abitudini settimanali per ossa e articolazioni più forti,Neogela,,,,,,15/05/2026,Reel,,,"Facebook, Instagram, TikTok, Youtube",,Spostato in Notion MUVI Lab,Informativo
NEOGELA: Posso allenarmi se ho osteopenia/osteoporosi?,Neogela,,,,,,15/05/2026,Reel,,,"Facebook, Instagram, TikTok, Youtube",,Spostato in Notion MUVI Lab,
"NEOGELA: “Se ho familiarità per osteoporosi, come mi alleno in palestra?”",Neogela,,,,,,15/05/2026,Reel,,,"Facebook, Instagram, TikTok, Youtube",,Spostato in Notion MUVI Lab,
NEOGELA: “Dolore al ginocchio durante sport o movimento: modifiche immediate all’allenamento”,Neogela,,,,,,15/05/2026,Reel,,,"Facebook, Instagram, TikTok, Youtube",,Spostato in Notion MUVI Lab,
NEOGELA: Dolore articolare da movimento quotidiano: quando ascoltarlo,Neogela,,,,,,15/05/2026,Reel,,,"Facebook, Instagram, TikTok, Youtube",,Spostato in Notion MUVI Lab,
"NEOGELA: Ho 30-40 anni, devo già preoccuparmi delle ossa?",Neogela,,,,,,15/05/2026,Reel,,,"Facebook, Instagram, TikTok, Youtube",,Spostato in Notion MUVI Lab,
"NEOGELA: Se in famiglia c’è osteoporosi, cosa posso fare prima?",Neogela,,,,,,15/05/2026,Reel,,,"Facebook, Instagram, TikTok, Youtube",,Spostato in Notion MUVI Lab,
"NEOGELA: “Neogela nella vita reale: ufficio, palestra, casa”",Neogela,,,,,,15/05/2026,Reel,,,"Facebook, Instagram, TikTok, Youtube",,Spostato in Notion MUVI Lab,
NEOGELA: Promo estate,Neogela,,,,,,,Reel,,"VERSIONE 50 SECONDI
Mare o montagna… quest'estate la tua routine di collagene parte con te.
Lo sai già: sotto sforzo, tra camminate, sport ed escursioni, le tue articolazioni lavorano di più.

E in vacanza, con la famiglia e mille cose da fare, la costanza è tutto.
Ecco perché le bustine monodose sono la comodità che ti serve:

una dose, in tasca, ovunque — e si scioglie anche nelle bevande fredde.
Da oggi averle è ancora più semplice.

Dal 9 al 24 luglio, acquistando un qualsiasi prodotto NEOGELA,

potrai aggiungere nel carrello con soli 12,90€ 12 bustine monodose di collagene.

Ma la cosa super è che con le 12 bustine potrai scegliere il tuo REGALO tra uno dei due KIT  :

Kit Trekking — bicchiere telescopico e il porta proteine 

Oppure Kit Mare — con la nostra borsa frigo tecnica

Un kit che da solo vale molto di più, ma per chi aderisce a questa promo ad un prezzo assurdo.

Acquista il tuo Neogela e aggiungi il tuo kit adesso. La promo dura solo fino al 24 luglio.


VERSIONE 20 SECONDI
Mare o montagna, quest'estate la tua routine di collagene parte con te.
Le bustine monodose sono comode ovunque: una dose, si scioglie anche fredda, e via.
Dal 9 al 24 luglio, acquista un qualsiasi prodotto Neogela e con soli 12,90 euro aggiungi 12 bustine monodose.

E scegli il tuo regalo: Kit Trekking con bicchiere telescopico e porta proteine, o Kit Mare con borsa frigo tecnica.
Acquista adesso e aggiungi il tuo kit: solo fino al 24 luglio.","Facebook, Instagram, TikTok, Youtube",Giulia,💻 Da montare,
"NEOGELA:  ""3 segnali che il tuo corpo ti manda quando ha bisogno di collagene”",Neogela,,,,,,03/07/2026,Reel,,"Il tuo corpo ti manda dei segnali
quando ha bisogno di più collagene.
Te ne dico tre. Vedi se ti ritrovi.

Primo segnale: la rigidità al mattino.
Ti svegli e senti le articolazioni ""bloccate"",
hai bisogno di qualche minuto per scioglierti.

Secondo segnale: gli scricchiolii.
Quando ti alzi, fai le scale o ti pieghi,
e senti le articolazioni che ""scrocchiano"".

Terzo segnale: il recupero più lento.
Dopo una camminata o un po' di sport
ci metti più del solito a rimetterti in sesto.

Cosa hanno in comune questi tre segnali?
Spesso parlano delle tue articolazioni e delle tue cartilagini,
i tessuti in cui il collagene gioca un ruolo da protagonista.

E ricordati: il collagene del nostro corpo
diminuisce naturalmente con l'età.

Se ti sei riconosciuta in almeno uno di questi segnali,
salva questo video.
E se vuoi capire da dove partire, scrivici nei commenti.","Facebook, Instagram, TikTok, Youtube",Giulia,🎥 Da registrare,
"NEOGELA:  ""3 domande da fare al medico per la salute ossea dei genitori”",Neogela,,,,,,03/07/2026,Reel,,"Se hai un genitore avanti con gli anni,
questo video può aiutarti a proteggere le sue ossa.
Ti lascio tre domande da fare al suo medico.

Prima domanda:
""È il momento di fare una MOC?""
La MOC è l'esame che misura la densità delle ossa
e permette di capire se c'è osteopenia o osteoporosi.
Spesso non viene proposto finché non è troppo tardi:
chiederlo per tempo fa la differenza.

Seconda domanda:
""Quali valori dobbiamo monitorare nel tempo?""
La salute ossea non si fotografa una volta sola.
Va seguita: capire quali parametri tenere d'occhio
e ogni quanto ricontrollarli è fondamentale.

Terza domanda:
""Serve un supporto, oltre allo stile di vita?""
Movimento e alimentazione sono la base,
ma in certe situazioni può essere utile
un sostegno mirato alla struttura ossea, come il collagene.

Prendersi cura delle ossa di un genitore
spesso parte proprio da qui:
dalle domande giuste, fatte alla persona giusta.

Se vuoi un confronto, il nostro team è a disposizione.","Facebook, Instagram, TikTok, Youtube",Doc,💻 Da montare,
"NEOGELA:  ""Collagene tipo I vs tipo II: qual è giusto per le tue articolazioni?”",Neogela,,,,,,03/07/2026,Reel,,"Quando scegli un collagene,
non conta solo ""che sia collagene"".
Conta il tipo. E ti spiego perché.

Nel nostro corpo esistono diverse tipologie di collagene.
Le tre principali sono tipo 1, tipo 2 e tipo 3.

Il collagene di tipo 1
ha una trama fitta e resistente.
È quello che troviamo nelle ossa e nelle articolazioni.
La sua carenza comporta condizioni come osteoporosi, artrite e artrosi.

Il collagene di tipo 2, invece,
si trova soprattutto nelle cartilagini.
Ha una struttura pensata per assorbire gli urti.

E il tipo 3? Quello dà elasticità alla pelle.

Neogela è esattamente questo:
collagene prevalentemente di tipo 1 e di tipo 2,
ed è il più adatto come integratore, in quanto ha
un profilo proteico più vicino a quello umano.

Scegliere il tipo giusto
è il primo passo per ottenere risultati reali.

Per capire qual è la soluzione adatta a te,
il nostro team è a disposizione.","Facebook, Instagram, TikTok, Youtube",Doc,💻 Da montare,
"NEOGELA: ""Perché vitamina C e collagene vanno bene insieme”",Neogela,,,,,,03/07/2026,Reel,,"Quando si parla di collagene, c'è una domanda che torna spessissimo:
""Posso prenderlo insieme alla vitamina C?""

La risposta è sì, sono una coppia che funziona.
Ma lascia che ti spieghi perché.

Il collagene, una volta assunto,
viene assorbito sotto forma di peptidi e aminoacidi.
Ma per trasformarli in fibre strutturali -
quelle di ossa, cartilagini, tendini -
il corpo trova nella Vitamina C un co-fattore importante.

La vitamina C ha un ruolo
nella sintesi del collagene dentro il nostro organismo.
Senza un apporto adeguato, in qualche caso vi è meno efficacia.

Attenzione però:
""insieme"" non vuol dire necessariamente nello stesso momento.
Collagene e vitamina C hanno tempi di assorbimento diversi:
il consiglio è collagene al mattino, con la colazione,
e vitamina C durante o subito dopo i pasti principali.

E la vitamina C la trovi facilmente nel cibo:
un kiwi, degli agrumi, un bicchiere di succo d'arancia.
L'importante è non dimenticarla.

Per altri chiarimenti come questo, rimani aggiornato sui nostri profili.","Facebook, Instagram, TikTok, Youtube",Doc,💻 Da montare,
"NEOGELA: ""Collagene e bevande fredde: si può sciogliere anche d'estate?”",Neogela,,,,,,03/07/2026,Reel,,"[Scritta in sovrimpressione: ""Il collagene si scioglie anche d'estate?""]

Domanda che ci fate spesso d'estate:
il collagene si scioglie solo nelle bevande calde?

No. Guarda qui.

Neogela ha una granulometria finissima,
quindi è solubile anche nelle bevande NON CALDE.

ma a temperatura ambiente…non fredde.

Il Gusto è come sempre neutro e non cambia il sapore della tua bevanda.

Si, ma Giulia e se la volessi fredda?

Nelle bevande fredde si fatica a scogliere il collagene, ma vi basterà scioglierlo in acqua o succo a temperatura ambiente e poi lo si mette in frigo.
","Facebook, Instagram, TikTok, Youtube",Giulia,💻 Da montare,
"NEOGELA: ""Perché con l'età aumenta il bisogno di collagene”",Neogela,,,,,,03/07/2026,Reel,,"C'è un motivo preciso per cui, con l'età,
il nostro corpo ha sempre più bisogno di collagene.
Te lo spiego.

Il collagene è la proteina più abbondante del nostro organismo:
rappresenta tra il 25 e il 30% di tutte le nostre proteine.
È il ""collante"" che tiene insieme ossa, articolazioni, cartilagini e pelle.

Il nostro corpo lo produce da solo.
Ma non in eterno.

Già a partire dai 30, 40 anni,
questa produzione naturale comincia a rallentare.
E meno collagene produciamo,
più i tessuti perdono struttura ed elasticità.

Per le ossa questo è particolarmente importante:
la loro matrice è fatta per il 90% di collagene.
Quando inizia a scarseggiare,
l'osso diventa progressivamente più fragile.

Ecco perché, con l'età,
integrare collagene non è un vezzo estetico:
è un modo per dare al corpo
ciò che da solo produce sempre meno.

Iniziare per tempo fa la differenza.
Per approfondire, continua a seguirci.","Facebook, Instagram, TikTok, Youtube",Doc,💻 Da montare,
"NEOGELA: ""Settembre preview: come riprendere la routine di collagene dopo l'estate”",Neogela,,,,,,03/07/2026,Reel,,"Lo sentiamo tutti, a fine estate:
""Da settembre ricomincio.""
La palestra, la dieta, la routine...

Ma c'è una cosa che non dovresti aver mai messo in pausa:
la cura delle tue ossa.

Il collagene funziona se è costante.
Un mese sì e due no... non porta risultati.

Quindi, prima che arrivi settembre,
facciamo un patto:
riprendiamo il ritmo, insieme.

Una dose al mattino, nel tuo caffè o nel tè,
e la tua routine di benessere riparte da qui.

Settembre è dietro l'angolo.
Pronta a ricominciare dalle tue ossa?","Facebook, Instagram, TikTok, Youtube",Giulia,💻 Da montare,
"NEOGELA:  ""Quanti anni hanno le tue ossa?” - video lancio quiz lead generation",Neogela,,,,,,03/07/2026,Reel,,"Quanti anni hanno le tue ossa?
E no, non è una domanda strana.

Perché l'età sulla carta d'identità
non sempre corrisponde all'età reale delle tue ossa.

Stile di vita, movimento, alimentazione, familiarità...
sono tutte cose che possono rendere le tue ossa
più ""giovani"" o più ""vecchie"" di te.

La buona notizia?
Puoi scoprirlo in pochi minuti.

Abbiamo preparato un quiz veloce
che ti aiuta a capire a che punto sono le tue ossa
e cosa puoi fare già da oggi per prendertene cura.

Lo trovi al link in bio.
Rispondi alle domande... e scopri l'età reale delle tue ossa.

Fammi sapere nei commenti il tuo risultato.","Facebook, Instagram, TikTok, Youtube",Giulia,💻 Da montare,
"NEOGELA: ""Dolore muscolare o dolore articolare? Come riconoscere la differenza”",Neogela,,,,,,03/07/2026,Reel,,"D'estate ci si muove di più: sport, camminate, mare.
E con il movimento, a volte, arrivano i dolori.
Ma attenzione: non sono tutti uguali.

Esiste il dolore muscolare e il dolore articolare,
e imparare a distinguerli è importante.

Il dolore muscolare di solito è più diffuso,
arriva dopo uno sforzo a cui non siamo abituati,
e tende a migliorare con il riposo.
In pochi giorni passa.

Il dolore articolare, invece, è più localizzato:
lo senti dentro l'articolazione, durante il movimento,
e spesso non passa con il semplice riposo. A volte peggiora.

Perché questa differenza conta?
Perché l'articolazione è rivestita di cartilagine,
e la cartilagine, come le ossa, ha bisogno di collagene
per restare integra ed efficiente.

Quando un dolore articolare torna sempre nello stesso punto,
non va ignorato.
È il corpo che ti chiede di prendertene cura.

Sostenere ossa e articolazioni con il giusto apporto di collagene
aiuta a muoverti meglio, soprattutto nei periodi in cui chiedi di più al tuo corpo.

Se hai un dubbio sul tuo caso, scrivici: il nostro team è a disposizione.","Facebook, Instagram, TikTok, Youtube",Doc,💻 Da montare,
"NEOGELA: ""Fratture da fragilità: cosa sono e perché aumentano con l'età”<<",Neogela,,,,,,03/07/2026,Reel,,"Esiste un tipo di frattura che non arriva da un grande trauma.
Si chiama frattura da fragilità.

Mi spiego: normalmente, per rompere un osso serve un trauma importante.
Ma quando l'osso è già indebolito,
può fratturarsi anche per un gesto banale:
una caduta da fermi, a volte persino uno sforzo.

Perché succede?
La matrice delle nostre ossa è fatta in gran parte di collagene,
ed è proprio il collagene a darle resistenza ed elasticità.
Con l'avanzare dell'età, però, il corpo ne produce sempre meno.
L'osso diventa più povero di questa impalcatura, e quindi più fragile.

Ecco perché il rischio di fratture da fragilità
cresce dopo una certa età, soprattutto in presenza di osteopenia o osteoporosi.

E qui un messaggio per chi ha un genitore avanti con gli anni:
una frattura da fragilità non è solo ""sfortuna"".
È spesso il segnale che le ossa avevano bisogno di attenzione già da prima.

Sostenere la salute ossea per tempo -
con movimento, alimentazione e il giusto apporto di collagene -
significa ridurre il rischio prima che il problema si presenti.

Per approfondire questi temi, continua a seguirci.","Facebook, Instagram, TikTok, Youtube",Doc,💻 Da montare,
"NEOGELA:  ""Cosa succede nel tuo corpo quando assumi il collagene”",Neogela,,,,,,03/07/2026,Reel,,"Ti sei mai chiesta cosa succede davvero nel tuo corpo quando assumi il collagene?
Te lo spiego in modo semplice.

Il collagene di Neogela è idrolizzato:
vuol dire che è già scomposto in frammenti piccolissimi.
Così, una volta assunto, riesce a superare la barriera intestinale
ed essere assorbito sotto forma di aminoacidi.

E qui arriva la parte interessante.
Quegli aminoacidi diventano i mattoni
che il tuo corpo usa per mantenere ossa, articolazioni e cartilagini.

Perché ricordati: la matrice delle nostre ossa
è fatta per il 90% di collagene.
È quello che le rende resistenti ed elastiche allo stesso tempo.

Ma c'è una cosa da sapere:
non è questione di un giorno.
Nelle prime settimane senti sollievo dai dolori articolari,
dopo qualche mese rinforzi muscoli e articolazioni,
e per vedere cambiamenti sulla densità ossea
serve costanza, almeno sei mesi.

Ecco perché il collagene non è una cura lampo:
è un gesto quotidiano che lavora per te, giorno dopo giorno.

Se vuoi capire come inserirlo nella tua routine, scrivici nei commenti.","Facebook, Instagram, TikTok, Youtube",Giulia,💻 Da montare,
